OBS_NUM;CPMN;CPRON;CMUNN;FNAC;NOMB;NOMBFREQ;APE1;APE1FREQ;APE2;APE2FREQ;IDEN;NDOCU;NIE;SEXO
186;35009;35;009;20060719;JOSE ANTONIO;0.0047803462;VALENCIA;0.0009094858;MEDINA;0.0114924256;00000000;00000000000000000000;00000000000;1
187;35012;35;012;20020807;RUBEN;0.0014640504;ALAMO;0.0024252955;TRUJILLO;0.0041259601;00000000;00000000000000000000;00000000000;1
188;35002;35;002;20050424;JOSE ANTONIO;0.0047803462;HERNANDEZ;0.0277319235;CABRERA;0.0127716211;00000000;00000000000000000000;00000000000;1
189;35016;35;016;20050717;JOSE ANTONIO;0.0047803462;SANTANA;0.0321684397;NELSON;0.0001312469;00000000;00000000000000000000;00000000000;1
190;35011;35;011;20110313;JOSE ANTONIO;0.0047803462;DAVILA;0.0008780605;GOEZ;0.0001164586;00000000;00000000000000000000;00000000000;1
191;35002;35;002;19880605;JUANA;0.0035713956;ESPINO;0.0024511752;ESTUPIÑAN;0.0013938055;00000000;00000000000000000000;00000000000;6
192;35002;35;002;20040220;MARIA DEL PINO;0.0025399055;HERRERA;0.0037451591;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;6
193;35006;35;006;20031127;PEDRO PABLO;0.0001793092;CERPA;0.0003955894;CASTELLANO;0.0039780762;00000000;00000000000000000000;00000000000;1
194;35002;35;002;20030817;CARLOS JAVIER;0.0006747202;QUINTANA;0.0059763571;SOSA;0.0069283595;00000000;00000000000000000000;00000000000;1
195;36057;36;057;19840702;RUBEN;0.0014640504;VILAR;0.0000610021;MUIÑOS;0.0000258797;00000000;00000000000000000000;00000000000;1
196;35002;35;002;20010124;JOSE ANTONIO;0.0047803462;RAMIREZ;0.0096679083;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
197;35016;35;016;20101102;CARLOS JAVIER;0.0006747202;RAMIREZ;0.0096679083;RUIZ;0.0036952483;00000000;00000000000000000000;00000000000;1
198;35004;35;004;19971115;RUBEN;0.0014640504;SEPULVEDA;0.0001811577;LEON;0.0051962696;00000000;00000000000000000000;00000000000;1
199;35016;35;016;19991031;RUBEN;0.0014640504;ROSALES;0.0013457433;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
200;35006;35;006;20101207;JOSE ANTONIO;0.0047803462;RODRIGUEZ;0.03845905;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
201;35016;35;016;20030308;JOSE ANTONIO;0.0047803462;RAMIREZ;0.0096679083;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
202;35004;35;004;20020410;JUAN;0.0072925235;CORCHERO;5.5456453E-6;PALCZARSKI;1.8485484E-6;00000000;00000000000000000000;00000000000;1
203;35017;35;017;19900324;JOSE ANTONIO;0.0047803462;FALCON;0.0047618607;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;1
204;35016;35;016;20090227;JOSE ANTONIO;0.0047803462;SAEZ;0.0001626723;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
205;35013;35;013;20090723;RUBEN;0.0014640504;GARCIA;0.0279389609;SARMIENTO;0.001391957;00000000;00000000000000000000;00000000000;1
206;35009;35;009;19230630;JUAN;0.0072925235;BETANCORT;0.0018356086;CABRERA;0.0127716211;00000000;00000000000000000000;00000000000;1
207;35012;35;012;20120225;RUBEN;0.0014640504;CASTELLANO;0.0034678768;MORENO;0.0060817243;00000000;00000000000000000000;00000000000;1
208;35011;35;011;20070426;JUAN ANTONIO;0.0021923784;CRUZ;0.0050058691;VELAZQUEZ;0.0007930273;00000000;00000000000000000000;00000000000;1
209;35016;35;016;20080926;JOSE ANTONIO;0.0047803462;LUNA;0.00022922;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
210;35004;35;004;20041209;RUBEN;0.0014640504;PARRILLA;0.0002976163;FUENTES;0.0014880815;00000000;00000000000000000000;00000000000;1
211;35016;35;016;20111201;RUBEN;0.0014640504;GAINZA;0.0000129398;ALVARO;0.0000258797;00000000;00000000000000000000;00000000000;1
212;35002;35;002;20021106;RUBEN;0.0014640504;GARCIA;0.0279389609;ALEMAN;0.0046232196;00000000;00000000000000000000;00000000000;1
213;35004;35;004;20070212;RUBEN;0.0014640504;CABRERA;0.0130803287;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
214;35015;35;015;20050930;JOSE ANTONIO;0.0047803462;HERNANDEZ;0.0277319235;SOTO;0.0009002431;00000000;00000000000000000000;00000000000;1
215;35002;35;002;20120214;JUAN ANTONIO;0.0021923784;LOPEZ;0.0115349422;LOPEZ;0.0113334504;00000000;00000000000000000000;00000000000;1
216;35016;35;016;20100830;RUBEN;0.0014640504;HERNANDEZ;0.0277319235;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
217;35016;35;016;20050116;JUAN;0.0072925235;GUTIERREZ;0.0036490346;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
218;35016;35;016;20081119;RUBEN;0.0014640504;PEIROTE;0.0000147884;BENITEZ;0.0031185012;00000000;00000000000000000000;00000000000;1
219;35016;35;016;20040717;RUBEN;0.0014640504;DIAZ;0.0140951818;MARRERO;0.0083498932;00000000;00000000000000000000;00000000000;1
220;35009;35;009;20041117;RUBEN;0.0014640504;MEDEROS;0.0010518241;MORENO;0.0060817243;00000000;00000000000000000000;00000000000;1
221;36055;36;055;20041106;RUBEN;0.0014640504;ALONSO;0.0047248898;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
222;35016;35;016;19840628;JOSE ANTONIO;0.0047803462;NUEZ;0.0017616667;GUODEMAR;0.0000147884;00000000;00000000000000000000;00000000000;1
223;35016;35;016;20051203;CARLOS JAVIER;0.0006747202;OJEDA;0.0043219062;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;1
224;35016;35;016;20010304;RUBEN;0.0014640504;PEREZ;0.0247483663;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
225;35016;35;016;20111101;RUBEN;0.0014640504;GAINZA;0.0000129398;ALVARO;0.0000258797;00000000;00000000000000000000;00000000000;1
226;35004;35;004;19951222;CARLOS JAVIER;0.0006747202;MARRERO;0.0083184679;GUTIERREZ;0.0037322193;00000000;00000000000000000000;00000000000;1
227;35004;35;004;20120510;RUBEN;0.0014640504;NUÑEZ;0.0008133613;ALVAREZ;0.0037544019;00000000;00000000000000000000;00000000000;1
228;35004;35;004;20081003;JUAN ANTONIO;0.0021923784;RAMON;0.0003512242;TORREJON;0.0000499108;00000000;00000000000000000000;00000000000;1
229;35016;35;016;19970113;JUAN;0.0072925235;LEE;0.0002051889;-;0.1128612757;00000000;00000000000000000000;00000000000;1
230;35015;35;015;20050509;JOSE ANTONIO;0.0047803462;ALONSO;0.0047248898;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;1
231;35016;35;016;19980203;JUAN;0.0072925235;DIEPPA;0.00011461;ROSARIO;0.0022995942;00000000;00000000000000000000;00000000000;1
232;35004;35;004;20040603;JUAN ANTONIO;0.0021923784;MARTIN;0.0150823066;ASCENSION;0.0001423382;00000000;00000000000000000000;00000000000;1
233;35016;35;016;20050610;JUANA;0.0035713956;NGUEMA;0.0000240311;FERNANDEZ;0.0056214358;00000000;00000000000000000000;00000000000;6
234;35016;35;016;20020912;JUAN;0.0072925235;HENRIQUEZ;0.0022903515;JIMENEZ;0.0080763081;00000000;00000000000000000000;00000000000;1
235;15030;15;030;20100511;JUAN;0.0072925235;ESPINOSA;0.0005767471;LOUREDA;7.3941937E-6;00000000;00000000000000000000;00000000000;1
236;35004;35;004;20060531;RUBEN;0.0014640504;GONZALEZ;0.0312792879;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
237;35011;35;011;20011217;MARIA DEL PINO;0.0025399055;VEGA;0.0071631252;GOMEZ;0.0033015075;00000000;00000000000000000000;00000000000;6
238;35012;35;012;20100715;RUBEN;0.0014640504;PEREZ;0.0247483663;FALCON;0.0048764708;00000000;00000000000000000000;00000000000;1
239;35016;35;016;20020407;RUBEN;0.0014640504;GARCIA;0.0279389609;ROBAINA;0.0013235607;00000000;00000000000000000000;00000000000;1
240;35011;35;011;20051212;RUBEN;0.0014640504;VEGA;0.0071631252;MONZON;0.0021886813;00000000;00000000000000000000;00000000000;1
241;35016;35;016;20030917;RUBEN;0.0014640504;VEGA;0.0071631252;CUENCA;0.0000646992;00000000;00000000000000000000;00000000000;1
242;35002;35;002;20080104;RUBEN;0.0014640504;GUTIERREZ;0.0036490346;CABRERA;0.0127716211;00000000;00000000000000000000;00000000000;1
243;35002;35;002;20030528;CARLOS JAVIER;0.0006747202;GUERRA;0.0053922158;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
244;35016;35;016;20110512;RUBEN;0.0014640504;CABRERA;0.0130803287;CASTRO;0.0026452728;00000000;00000000000000000000;00000000000;1
245;35002;35;002;20080307;JUAN;0.0072925235;ZERPA;0.0003382844;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;1
246;35016;35;016;20070928;JUANA;0.0035713956;JAMA;9.2427421E-6;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;6
247;35016;35;016;20071220;JUAN;0.0072925235;HEREDIA;0.0005268363;TRUJILLO;0.0041259601;00000000;00000000000000000000;00000000000;1
248;99999;99;999;19751029;JOSE ANTONIO;0.0047803462;CAMARA;0.0002033403;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
249;35016;35;016;20100126;RUBEN;0.0014640504;GONZALEZ;0.0312792879;KURZ;1.8485484E-6;00000000;00000000000000000000;00000000000;1
250;35026;35;026;19190927;JUANA;0.0035713956;HENRIQUEZ;0.0022903515;ASCANIO;0.0003253445;00000000;00000000000000000000;00000000000;6
251;35016;35;016;20040912;CARLOS JAVIER;0.0006747202;FELIPEZ;7.3941937E-6;LOPEZ;0.0113334504;00000000;00000000000000000000;00000000000;1
252;35006;35;006;19910515;RUBEN;0.0014640504;PEREZ;0.0247483663;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
253;35016;35;016;20041218;JUAN ANTONIO;0.0021923784;GUEDES;0.0015028699;TORRES;0.0040797464;00000000;00000000000000000000;00000000000;1
254;35016;35;016;20110514;JUAN;0.0072925235;MATEOS;0.0008355439;MELIAN;0.0038449807;00000000;00000000000000000000;00000000000;1
255;35004;35;004;19970616;JUAN ANTONIO;0.0021923784;LOPEZ;0.0115349422;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;1
256;35004;35;004;20080803;RUBEN;0.0014640504;PEREZ;0.0247483663;CACHO;0.0000147884;00000000;00000000000000000000;00000000000;1
257;35004;35;004;20050602;RUBEN;0.0014640504;MARTINEZ;0.004351483;MILAN;0.0004159234;00000000;00000000000000000000;00000000000;1
258;35020;35;020;20040409;GABRIEL;0.0016322683;PADILLA;0.0010185502;SANTIBAÑEZ;9.2427421E-6;00000000;00000000000000000000;00000000000;1
259;35002;35;002;20041121;GABRIEL;0.0016322683;JIMENEZ;0.0081391587;BUSTOS;0.0000591535;00000000;00000000000000000000;00000000000;1
260;35016;35;016;20080616;DANIEL;0.0044697901;GUTIERREZ;0.0036490346;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
261;35016;35;016;20020511;DANIEL;0.0044697901;RAMIREZ;0.0096679083;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;1
262;35004;35;004;20080821;DANIEL;0.0044697901;SAAVEDRA;0.0023716876;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;1
263;35009;35;009;20100510;GABRIEL;0.0016322683;RIVERO;0.0046269167;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
264;35004;35;004;20050114;DANIEL;0.0044697901;SANCHEZ;0.0159917924;GUILLEN;0.0015897516;00000000;00000000000000000000;00000000000;1
265;35002;35;002;20070426;DANIEL;0.0044697901;CEBALLOS;0.0005175936;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
266;35016;35;016;19980711;DANIEL;0.0044697901;SANTACRUZ;0.000094276;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
267;35011;35;011;20100915;GABRIEL;0.0016322683;PONCE;0.0010000647;SEGURA;0.0012902868;00000000;00000000000000000000;00000000000;1
268;35004;35;004;20020903;DANIEL;0.0044697901;JIMENEZ;0.0081391587;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
269;35016;35;016;20041213;DANIEL;0.0044697901;PEREZ;0.0247483663;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
270;35016;35;016;20050622;DANIEL;0.0044697901;GAÑAN;0.0000240311;HORTELANO;0.0000110913;00000000;00000000000000000000;00000000000;1
271;35011;35;011;20021112;DANIEL;0.0044697901;HEREDIA;0.0005268363;MOLINA;0.0022441378;00000000;00000000000000000000;00000000000;1
272;35011;35;011;19990104;MARTA;0.0023032913;ESTUPIÑAN;0.0014159881;ESPINO;0.0019576128;00000000;00000000000000000000;00000000000;6
273;35009;35;009;20110823;GABRIEL;0.0016322683;GARCIA;0.0279389609;PEÑA;0.0030131339;00000000;00000000000000000000;00000000000;1
274;35016;35;016;19860402;ROCIO;0.0005120479;SANTO-DOMINGO;5.5456453E-6;LLAMAS;0.000094276;00000000;00000000000000000000;00000000000;6
275;35016;35;016;20100101;ROCIO;0.0005120479;PETON;7.3941937E-6;MACHADO;0.0003734068;00000000;00000000000000000000;00000000000;6
276;35014;35;014;20080415;DANIEL;0.0044697901;ARIAS;0.0005656558;PYCHOVA;5.5456453E-6;00000000;00000000000000000000;00000000000;1
277;35011;35;011;20110308;DANIEL;0.0044697901;MARRERO;0.0083184679;SOSA;0.0069283595;00000000;00000000000000000000;00000000000;1
278;35016;35;016;20040122;MARTA;0.0023032913;SANTANA;0.0321684397;ROSALES;0.0014011997;00000000;00000000000000000000;00000000000;6
279;35008;35;008;20050624;MARTA;0.0023032913;GARCIA;0.0279389609;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;6
280;35016;35;016;20090322;DANIEL;0.0044697901;SAMPER;0.0001386411;ARTILES;0.003647186;00000000;00000000000000000000;00000000000;1
281;35004;35;004;20030918;DANIEL;0.0044697901;GONZALEZ;0.0312792879;ACOSTA;0.0031351381;00000000;00000000000000000000;00000000000;1
282;35002;35;002;20091107;DANIEL;0.0044697901;SANCHEZ;0.0159917924;MAYOR;0.000707994;00000000;00000000000000000000;00000000000;1
283;35016;35;016;20060831;GABRIEL;0.0016322683;MARRERO;0.0083184679;MARRERO;0.0083498932;00000000;00000000000000000000;00000000000;1
284;15030;15;030;19951223;DANIEL;0.0044697901;BENSALIH;1.8485484E-6;PIÑEIRO;0.000171915;00000000;00000000000000000000;00000000000;1
285;35026;35;026;20081101;GABRIEL;0.0016322683;DOMINGUEZ;0.0052221493;NARANJO;0.0021831357;00000000;00000000000000000000;00000000000;1
286;35006;35;006;20110126;DANIEL;0.0044697901;HENRIQUEZ;0.0022903515;BOLAÑOS;0.0022626233;00000000;00000000000000000000;00000000000;1
287;35004;35;004;20100123;DANIEL;0.0044697901;FUENTES;0.0013901084;OROSA;0.0000443652;00000000;00000000000000000000;00000000000;1
288;35011;35;011;20061128;GABRIEL;0.0016322683;SANCHEZ;0.0159917924;MEDINA;0.0114924256;00000000;00000000000000000000;00000000000;1
289;35016;35;016;20040224;MARTA;0.0023032913;CHOFLET;3.6970969E-6;DIAZ;0.0146238666;00000000;00000000000000000000;00000000000;6
290;35016;35;016;20100714;DANIEL;0.0044697901;CABRERA;0.0130803287;QUESADA;0.0020112207;00000000;00000000000000000000;00000000000;1
291;35004;35;004;20100831;DANIEL;0.0044697901;GONZALEZ;0.0312792879;LOPEZ;0.0113334504;00000000;00000000000000000000;00000000000;1
292;35009;35;009;20000918;DANIEL;0.0044697901;ABDEL;0.0000258797;FE DE LA;0.0001423382;00000000;00000000000000000000;00000000000;1
293;35016;35;016;20110414;DANIEL;0.0044697901;DEL RIO;5.5456453E-6;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;1
294;35016;35;016;20070501;GABRIEL;0.0016322683;RODRIGUEZ;0.03845905;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;1
295;35016;35;016;20080621;DANIEL;0.0044697901;VENTURA;0.0005231392;BETHENCOURT;0.0004750769;00000000;00000000000000000000;00000000000;1
296;35016;35;016;20000204;DANIEL;0.0044697901;RAMIREZ;0.0096679083;MAILLO;0.0000295768;00000000;00000000000000000000;00000000000;1
297;35004;35;004;20041016;DANIEL;0.0044697901;LUZARDO;0.0007708447;MORAN;0.0006525376;00000000;00000000000000000000;00000000000;1
298;35016;35;016;20081112;GABRIEL;0.0016322683;RULLAN;0.0000147884;PARIS;0.0000462137;00000000;00000000000000000000;00000000000;1
299;35013;35;013;20041206;GABRIEL;0.0016322683;SOSA;0.0068969342;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;1
300;35016;35;016;20021208;MARTA;0.0023032913;GUERRA;0.0053922158;PRADERA;3.6970969E-6;00000000;00000000000000000000;00000000000;6
301;35004;35;004;20091222;GABRIEL;0.0016322683;CASTELLANO;0.0034678768;CABRERA;0.0127716211;00000000;00000000000000000000;00000000000;1
302;35009;35;009;20091018;GABRIEL;0.0016322683;MOLINA;0.0021757415;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
303;35016;35;016;20020831;GABRIEL;0.0016322683;SANTANA;0.0321684397;ARAÑA;0.0005046537;00000000;00000000000000000000;00000000000;1
304;35016;35;016;20070727;GABRIEL;0.0016322683;ALFONSO;0.0005471703;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
305;35004;35;004;20050925;MARTA;0.0023032913;LEFTER;5.5456453E-6;LEON;0.0051962696;00000000;00000000000000000000;00000000000;6
306;35016;35;016;20050727;DANIEL;0.0044697901;CABRERA;0.0130803287;OLIVARES;0.0009760336;00000000;00000000000000000000;00000000000;1
307;35016;35;016;20111205;MARTA;0.0023032913;OJEDA;0.0043219062;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;6
308;35009;35;009;20110902;GABRIEL;0.0016322683;TACORONTE;0.0010536726;HERRERA;0.0039059828;00000000;00000000000000000000;00000000000;1
309;35017;35;017;20011210;MARTA;0.0023032913;MORILLO;0.000077639;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;6
310;35016;35;016;20070212;MARTA;0.0023032913;RUIZ;0.0038856488;MELIAN;0.0038449807;00000000;00000000000000000000;00000000000;6
311;35001;35;001;20120311;DANIEL;0.0044697901;LUGO;0.0002014918;VIERA;0.003454937;00000000;00000000000000000000;00000000000;1
312;35022;35;022;19980410;GABRIEL;0.0016322683;MARTINEZ;0.004351483;MEJIAS;0.0006322036;00000000;00000000000000000000;00000000000;1
313;35016;35;016;20110627;DANIEL;0.0044697901;BARBERO;0.0000646992;CALDERIN;0.0006229608;00000000;00000000000000000000;00000000000;1
314;35016;35;016;20040420;DANIEL;0.0044697901;BAUTISTA;0.0006599318;CABALLERO;0.002460418;00000000;00000000000000000000;00000000000;1
315;35004;35;004;20030423;DOMINGO;0.0024899947;PEREZ;0.0247483663;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
316;35004;35;004;19980726;DANIEL;0.0044697901;ALVAREZ;0.0035972752;LEAL;0.0003105561;00000000;00000000000000000000;00000000000;1
317;35001;35;001;20120213;GABRIEL;0.0016322683;SOSA;0.0068969342;RAMOS;0.0065124361;00000000;00000000000000000000;00000000000;1
318;35006;35;006;20090719;GABRIEL;0.0016322683;NAVARRO;0.0048431969;PALLARES;0.0000536079;00000000;00000000000000000000;00000000000;1
319;35016;35;016;19970123;GABRIEL;0.0016322683;CARDENES;0.0010259444;MONTESDEOCA;0.0033052046;00000000;00000000000000000000;00000000000;1
320;35016;35;016;20071018;GABRIEL;0.0016322683;PERDOMO;0.0040557152;RAMOS;0.0065124361;00000000;00000000000000000000;00000000000;1
321;35016;35;016;20060104;GABRIEL;0.0016322683;RODRIGUEZ;0.03845905;CAZORLA;0.0009630937;00000000;00000000000000000000;00000000000;1
322;35004;35;004;20020226;DANIEL;0.0044697901;GONZALEZ;0.0312792879;BENITEZ;0.0031185012;00000000;00000000000000000000;00000000000;1
323;35006;35;006;20100109;DANIEL;0.0044697901;NAVARRO;0.0048431969;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;1
324;35016;35;016;20081201;DANIEL;0.0044697901;SANCHEZ;0.0159917924;MONTAGUT;0.0000240311;00000000;00000000000000000000;00000000000;1
325;35013;35;013;20051221;ROCIO;0.0005120479;GARCIA;0.0279389609;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;6
326;35002;35;002;20080304;GABRIEL;0.0016322683;HERNANDEZ;0.0277319235;OJEDA;0.0042054477;00000000;00000000000000000000;00000000000;1
327;35006;35;006;20100905;GABRIEL;0.0016322683;GONZALEZ;0.0312792879;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
328;35016;35;016;20090103;DANIEL;0.0044697901;FALCON;0.0047618607;HENARES;5.5456453E-6;00000000;00000000000000000000;00000000000;1
329;35002;35;002;20071019;DANIEL;0.0044697901;ESPINO;0.0024511752;MAYOR;0.000707994;00000000;00000000000000000000;00000000000;1
330;35016;35;016;20100322;GABRIEL;0.0016322683;RIVERO;0.0046269167;ROCHA;0.0003161018;00000000;00000000000000000000;00000000000;1
331;35016;35;016;20050914;ROCIO;0.0005120479;VALDIVIA;0.0001885519;LUZ;0.0000443652;00000000;00000000000000000000;00000000000;6
332;35016;35;016;20000430;DANIEL;0.0044697901;QUINTANA;0.0059763571;TAVIO;0.000724631;00000000;00000000000000000000;00000000000;1
333;35016;35;016;20100211;DANIEL;0.0044697901;PERDOMO;0.0040557152;ALEMAN;0.0046232196;00000000;00000000000000000000;00000000000;1
334;35017;35;017;20101221;MARTA;0.0023032913;SANTANA;0.0321684397;GOMEZ;0.0033015075;00000000;00000000000000000000;00000000000;6
335;35004;35;004;20030501;DANIEL;0.0044697901;RAMIREZ;0.0096679083;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
336;35016;35;016;20010929;MARTA;0.0023032913;SUAREZ;0.0173005647;VEGA;0.0074200734;00000000;00000000000000000000;00000000000;6
337;35016;35;016;19890414;DANIEL;0.0044697901;REYES;0.0041000804;DURAN;0.0004196205;00000000;00000000000000000000;00000000000;1
338;35023;35;023;20030724;GABRIEL;0.0016322683;ALMEIDA;0.0026083018;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;1
339;35016;35;016;20010815;DANIEL;0.0044697901;LOPEZ;0.0115349422;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;1
340;35016;35;016;20101227;DANIEL;0.0044697901;GUTIERREZ;0.0036490346;ALFAMBRA;7.3941937E-6;00000000;00000000000000000000;00000000000;1
341;35004;35;004;20010906;MARTA;0.0023032913;MONTOTO;0.0000166369;JACOBO;5.5456453E-6;00000000;00000000000000000000;00000000000;6
342;35016;35;016;20070527;MARTA;0.0023032913;RIVERO;0.0046269167;CABRERA;0.0127716211;00000000;00000000000000000000;00000000000;6
343;35016;35;016;20011215;DANIEL;0.0044697901;VARGAS;0.0007135397;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
344;35004;35;004;19980602;DANIEL;0.0044697901;GODOY;0.0018559426;MORALES;0.0062129713;00000000;00000000000000000000;00000000000;1
345;35016;35;016;19870401;DANIEL;0.0044697901;MOHAU;1.8485484E-6;-;0.1128612757;00000000;00000000000000000000;00000000000;1
346;35016;35;016;20050411;MARTA;0.0023032913;MONZON;0.0022681689;MARRERO;0.0083498932;00000000;00000000000000000000;00000000000;6
347;35016;35;016;20080905;DANIEL;0.0044697901;BETANCOR;0.0041185659;TRUJILLO;0.0041259601;00000000;00000000000000000000;00000000000;1
348;35016;35;016;19030731;DOLORES;0.0037821301;YANEZ;0.0006747202;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;6
349;35004;35;004;20000325;GABRIEL;0.0016322683;HERNANDEZ;0.0277319235;MACHIN;0.0015213554;00000000;00000000000000000000;00000000000;1
350;35016;35;016;20090608;MARTA;0.0023032913;GONZALEZ;0.0312792879;JORGE;0.0015416894;00000000;00000000000000000000;00000000000;6
351;35016;35;016;20030821;GABRIEL;0.0016322683;JORGE;0.0014732931;SOBRINO;0.0000351224;00000000;00000000000000000000;00000000000;1
352;35016;35;016;20040107;GABRIEL;0.0016322683;SAUER;0.0000277282;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;1
353;35009;35;009;20050331;DANIEL;0.0044697901;PEREZ;0.0247483663;REYES;0.0046343109;00000000;00000000000000000000;00000000000;1
354;35002;35;002;20051009;DANIEL;0.0044697901;SUAREZ;0.0173005647;BAEZ;0.0010536726;00000000;00000000000000000000;00000000000;1
355;35016;35;016;20110615;MARTA;0.0023032913;ALONSO;0.0047248898;GALVEZ;0.0001257013;00000000;00000000000000000000;00000000000;6
356;66123;66;123;20080412;DANIEL;0.0044697901;AZEVEDO;0.000020334;LOPES;0.0000979731;00000000;00000000000000000000;00000000000;1
357;35004;35;004;19980703;ROCIO;0.0005120479;SUAREZ;0.0173005647;RAMOS;0.0065124361;00000000;00000000000000000000;00000000000;6
358;35016;35;016;20020918;DANIEL;0.0044697901;CLAVIJO;0.0001867034;DOMINGUEZ;0.0050132633;00000000;00000000000000000000;00000000000;1
359;35021;35;021;20061006;MARTA;0.0023032913;HERNANDEZ;0.0277319235;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;6
360;35006;35;006;20091023;MARTA;0.0023032913;ROSALES;0.0013457433;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;6
361;35016;35;016;19900729;GABRIEL;0.0016322683;RAMIREZ;0.0096679083;MONTESDEOCA;0.0033052046;00000000;00000000000000000000;00000000000;1
362;35016;35;016;20031216;DANIEL;0.0044697901;MATEO;0.00091688;RAMOS;0.0065124361;00000000;00000000000000000000;00000000000;1
363;35016;35;016;20060324;GABRIEL;0.0016322683;NAVARRO;0.0048431969;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;1
364;35016;35;016;20041003;MARTA;0.0023032913;RUIZ;0.0038856488;PEÑATE;0.000859575;00000000;00000000000000000000;00000000000;6
365;35017;35;017;20010630;MONICA;0.0016082371;TOLEDO;0.001220042;CORTES;0.0003475271;00000000;00000000000000000000;00000000000;6
366;35002;35;002;19991215;DANIEL;0.0044697901;FERNANDEZ;0.0062702763;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
367;35001;35;001;20031123;MARTA;0.0023032913;ALAMO;0.0024252955;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;6
368;35002;35;002;20110827;MARTA;0.0023032913;GALLEGO;0.0005120479;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;6
369;35006;35;006;20100114;DANIEL;0.0044697901;CAMPOS;0.000876212;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
370;35016;35;016;20090924;DANIEL;0.0044697901;HERNANDEZ;0.0277319235;RUBIO;0.000364164;00000000;00000000000000000000;00000000000;1
371;28079;28;079;20091211;GABRIEL;0.0016322683;LOMINCHAR;3.6970969E-6;MORENO;0.0060817243;00000000;00000000000000000000;00000000000;1
372;35004;35;004;20070701;DANIEL;0.0044697901;CERVANTES;0.0000517594;GUTIERREZ;0.0037322193;00000000;00000000000000000000;00000000000;1
373;35008;35;008;20100925;GABRIEL;0.0016322683;PEREZ;0.0247483663;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
374;35011;35;011;20110514;GABRIEL;0.0016322683;HERNANDEZ;0.0277319235;BAUTISTA;0.0006063239;00000000;00000000000000000000;00000000000;1
